text,label
""" Debbie would be pleased , "" she said . ",joy
I was filled with joy when I heard that I had been selected to come here at Kamuzu College of Nursing.,joy
 I'll try ; it's hard ! ,neutral
When a classmate hit me on my occipital region when I was busy studying and concentrating on my classnotes.,anger
On the TV news I heard that Nicaragua had complained about the increasing threat of war with the USA.,anger
A friend of mine suggested that I become a film extra.  The idea seemed very funny to me and my reaction seemed rather outlandish to the others.,joy
She stopped as she saw the look of annoyance on his face . ,anger
Don't let grab your tongue nor let it confine  your #heart #life is too short to live an #mundane #existence ~milla,fear
"When I knew almost the same day about two great friends of mine that had serious existential crisis, and mainly when I notice that I'm in the same situation that they are, but I didn't realize it.",sadness
" Well , I wish you luck here . ",joy
When my grandmother passed away.,sadness
 How much ? ,neutral
"When my special friend said \I love you\"" for the first time.""",joy
 Thanks . Now let's decide which one of these suits looks best for this occasion . ,joy
 And later ? ,neutral
"sometime I don't even have to talk to my kids, I give them certain looks and they know exactly what to do..... ",fear
"OK , Hello ! ",neutral
Tutorial again !  A fearful feeling came to me when I sat on the chair and looked at my fellow students all around.  I was really scared that they would ask me some questions or challenge the ideas that I had presented.,fear
"But do I take delight in pushing you down , making you worse ? ",joy
Meeting an old friend from high school.,joy
 You can't do that ! You can't charge me for a mistake that you made ! ,anger
" Sorry , Becky can ’ t come to the phone right now . ",sadness
When I was cycling past a parked car someone opened the door and nearly pushed me off my bike and into the traffic.,fear
"I'm afraid of driving on the special seat of a motorcycle, mainly with certain colleagues who by exces of self-confidence drive beyond limits or measure in the traffic and the main victim is always the person who sits behind the driver.",fear
 I'm not flattering you.You ' re full of energy every day . ,joy
There was a conflict of interest between me and a close friend of mine.  He only thought about his own interest and not about our friendship.  This behaviour hurt his friends.  Another incident is when a friend isolated himself without giving any reasons.,sadness
 You're lucky ! ,joy
"The children were watching TV peacefully , but Annie saw her as she bobbed her head around the door , gave a pleased gurgle and started to scramble down . ",joy
Once a person in authority (school teacher) was telling blatant lies about me and the headmistress would not let me defend myself. She was also telling lies about other members of my family.,anger
"When I realized the burden it was for my mother to look after all of us, all by herself.",sadness
" OK , they begin to register . ",joy
 my computer just crashed again for the third time today ! ,anger
 I'll give it a try . Give me a call and let's go down together . ,joy
 I feel kind of stupid . ,sadness
 No . Only a few pounds . But my passport was in the bag . That ’ what I ’ m really worry about . ,sadness
When I was robbed in a bus.,anger
 Nothing . ,neutral
 Ok . See you tomorrow . ,joy
 Is 5 PM . Saturday a good time for you ? ,neutral
I am joyfull to be alive every night.,joy
"She could not convince me at the time that anything bad could happen , now that I had finally ` solved "" my eating problems , and for a short time I felt jubilant , relieved and ecstatic . ",joy
Last night - finding that someone in the house had eaten an entire packet of almonds I had bought for a family treat.,anger
When I got lost in New York city a late friday night with a friend of mine.,fear
I felt it when I received a letter telling that I had been classified in a national concourse of p... I felt happy and vanity about it.,joy
 No . ,neutral
My father won't be so pleased with me as if I was elected.,sadness
 Excuse me ? ,neutral
"Receiving close friends form abroad, whom I hadn't seen for years.",joy
 Why not ? ,neutral
 How awful ! Was he hurt ? ,sadness
 I simply can't bear your barbaric behavior . ,anger
I worked at a lawyer's office during Summer and I got a very good reference from him.,joy
"Hi , Kate . ",neutral
" OK , Mum . I'll invite my friends home . ",joy
"After my shoulder operation, I woke up in the hospital room alone. I was in pain and was still under heavy medications. I could not find my parents.",fear
My father told me in the letter that my mother is ill.,sadness
" Sorry , darling , I forgot . ",sadness
"Almost crashing my car, something which could have led to great problems.",fear
 never . ,neutral
"Recently when my sister, who is four years younger than me and very spoiled, shouted at my mother for no apparent reason .  The heart-broken expression on my mother's face made me feel very angry.",anger
 I'm sorry . That must have really been a nightmarish day for you and your family . ,sadness
" Yes , but I bet $ 200 dollars on the Cougars ! ",anger
 You got me . ,neutral
Many of the youngsters feel resentful that society is kicking them out . ,anger
"At the pre-university, I was appreciated as an examplary student by our pricipal.  This is something which made me feel very happy.",joy
I learnt from the newspaper that I had been accepted at the Chinese university of H.K.  It was 7 o'clock in the morning.  Later I told my family and relatives about it and had tea with them very joyfully.,joy
 What ? ,neutral
Saw some young people fighting for seats on a bus.,anger
Some friends and I were crossing a street when one of my friends was seized by a car and thrown aside. I had seen the car coming in our direction but I did not have enough time to react and prevent the accident.,fear
 What did you think you were doing ? ,anger
 Grannie always tries to stay fit and healthy.She is always making us kids eat the proper foods . ,neutral
"When I received the letter informing that I had been accepted to be a Chinese university student, I was excited as I had longed for it.",joy
Few days ago I really experienced fear. It was connected with unexpected actions on the part of a group of people. This evoked in me many negative emotions.,fear
There's a mysterious ticking noise somewhere by my bed.  not the  puppet pals kind. #scared,fear
 I got sacked today . ,sadness
 You got it . ,neutral
This feeling occurred to me when my colleague entered in G.V. (University) and I didn't.,anger
"is in me, being #afraid to lose once again #scares me, I'll be this way till proven wrong!",fear
"The challenge was accepted and amidst cheers from a group of inebriated local husbands , the offended owner headed out the door in search of a couple of friendly Gardai . ",anger
"I was attacked, standing in a doorway, by a pack of 5 dogs, alsatians and farm dogs with my escape route blocked by a shut fence.",fear
That was what I felt when I was finally accepted in the Bulgarian Conservatory after I had applied a couple of years.,joy
 Good bye . ,joy
" Don't get smart with me . Here , do it again , but do it right this time . ",anger
After having slept for a short time I woke up - I had the feeling of someone standing beside me and was very frightened. I had to turn on the light turn on the light for several minutes before I was able to get to sleep again.,fear
 No problem . ,neutral
"A friend of mine, who had repeated a year at school once before, did not pass the final examination and had to take it again half a year later.",sadness
Death of grandmother.,sadness
 I won't do it again . Please forgive me . ,sadness
 I'm going to graduate this summer . ,neutral
@JennaLaineBucs yes if they can run the ball and not get beat deep! We should win ! the Spear,fear
water level rising near my home  #Flooding,fear
"When riding in a very fastly-driven car on a lose metal road at a very late hour - no other cars on road, and driver was taking corners very sharply. I felt afraid - because if an accident happened, the area was very isolated. Also, I feared for driver, after I was dropped off - would he make it home safely.",fear
" No , I can't see that happening . I know you're a good cook and nothing like that would ever happen . ",neutral
My heart was thumping with disquiet . ,fear
"The day the results of the university entrance exam was published, I found my canditate number and I was very excited.",joy
"According to Sheila , Caan was enraged and charged at her . ",anger
Just walked past a Asian girl and she grabs her BF's arm. Now I know all races even my own are afraid of me. #boss #scandalous,fear
 Of course . But I'm afraid I'm not much of a dancer ... ,joy
"To his absolute delight the first trap had held what must have been a seven pound salmon , plus a couple of mullet which he had ignored . ",joy
 No . ,neutral
When I had to walk along a dark road alone.,fear
"My father accused my brother of having bumped his car, and it was wrong.",anger
He gave one swift look at her horrified expression before continuing . ,fear
My fiancee and I were at my parent's place watching TV. There were  only two TV-chairs and we were sitting on them when my drunken brother came in and rudely chased my fiancee off the chair she was sitting on.,anger
On a dark night I felt that there were several people near me and I did not know who they were.,fear
When I qualified for form I.  I was one of the three pupils who qualified for form I that year.,joy
She washed the floor thorough and was pleased she had done so . ,joy
The day I finished my military service.,joy
 What is it ? ,neutral
" Because I feel tired all the time , even when I wake up in the morning . I find it very difficult to do any work . I have no appetite . ",sadness
It happened in a tram: some older people started to grumble about the young people just because I had not immediately left my seat to them.,anger
 No way . I've given you too many chances already . ,anger
" Thanks for inviting me . Here is the gift for you . Happy birthday , Francis ! Many more happy and healthy years for you ! ",joy
 So Barb ... what do you do ? ,joy
What a contrast with the rattled and untrustworthy gamblers at Number 10 and Number 11 Downing Street . ,fear
"When I used to go to my chief asking about any doubt about the job and he didn't care, didn't answer me, leaving me speaking alone.",anger
When I was in F4 I played a basket-ball match against another school's team.  One of their team members kicked a team-mate of mine so I kicked him back and we had a fight with each other.,anger
 I'll pick you up around 8: 00 . ,joy
" Only sometimes when I think about it , I feel very sad . ",sadness
"Rose stood looking down at her , a worried expression in her eyes . ",fear
" It ’ s very simple . Men shake hands , women and children don ’ t . ",neutral
Finding out that we cannot have good references because China is poor.,sadness
"A few months ago when I was teaching, I suddenly became very angry at the children and slapped some of them.",anger
My neighbour was not able to set his car in motion because it had snowed heavily. I helped him - he was thankful and invited me.,joy
I was nearly knocked down while I was cycling.,fear
Someone messing up the room we share.,anger
"A teacher wanted to instill a certain opinion and a certain behaviour into myself, what I refused. I was afraid when I saw him.",fear
Thanks for helping me move into my new house . ,joy
He was exhilarated when he heard Ornette Coleman improvising free jazz with his plastic saxophone at a club .,joy
 This one . ,neutral
My father left us for another woman.,sadness
When two hyenas made crying noise on the window of my bedroom at home when I was preparing for my MCE examination during the night.,fear
"Have no Eddies here #Bodyguard for hire, contact me directly for my services EddieSantanaVIP@gmail.com #KingVIPProtection",fear
"A friend of mine that is abroad undertook recently an axam to enter on University in Dallas, and was approved.",joy
Failed to be elected to be a class leader.,anger
Hello ! ,neutral
A certain friend tried to push me off a seat in a very violent way for no apparent reason.  It may be that he was excited about something.,anger
 I came back to my room and found my suitcase was open and my camera and five hundred dollars in cash inside the wallet were gone . ,sadness
"When I saw parents punishing their little child for something he had not done.  In my opinion, even if he had done it he should not have been punished for it.",anger
 Oh yeah ? ,neutral
Value and source of  we know  God knows  of the #Lord  Job 28 #RCCAtlBible,fear
" Yes , I am . ",neutral
 April fool ! ,neutral
@CHancock1992 all right mate wanna buy a tv? fuckin do one alien #imthrowinstonesatyouman dont ring me again with that kinda bullshit,fear
" Oh yes . Men , women , and children shake hands all the time . ",neutral
When an old schoolfriend phoned me to arrange an appointment to talk about old memories. I hadn't seen him for 8 years.,joy
" Don ’ t criticize Mario or else I ’ ll start on those fat , drunk friends of yours ; they ’ re no saints . ",anger
"A certain man went to my parents and told them that I was married here, when I am here at school. When I went home for holidays my parents asked me about it and I was angry with that man.",anger
 Get in . ,neutral
 His face broke out and he said it was my fault ! ,anger
" Well , that sounds like it would be OK . Just be careful . ",joy
"Sitting in a bus, I heard behind, the voice of a girl I was friendly with. After her talking for some time with another girl I decided it wasn't her in fact that someone miming her, which it was when I finally looked. I was talking to a friend at the time.",sadness
"There was a woman who wanted me to call her mother , and then called me awkward , exasperated and frightened with the dreams and the screams . ",anger
To my great annoyance I found myself jealous . ,anger
 Why not ? ,joy
I felt joy when I was admitted to the Higher Agricultural Institute.,joy
Getting to know that my uncle in America had a brain tumor.,sadness
He turned to see four alarmed faces and the atmosphere was thick with unanswered questions as he walked out . ,fear
 Yes . ,neutral
"` We don't go to Lightwater Valley , "" said an equally affronted bus driver . ",anger
 no problem . ,neutral
"I suffer form a disease of my muscles. However, I cannot talk about it and my feelings, the consequence with my parents. They try to repress it.",sadness
After my final examination at school I was glad that the examination was over and that I had passed it.,joy
 So do I . ,neutral
They talk about the sadness of departure ; what about the guilt of arrival ? ,sadness
"When I wanted to go into a house, there was suddenly a big dog standing beside me. It was hardly moving, but I did not know how it would react later on.",fear
" But mum , we're watching this movie . ",sadness
"When I was driving home after  several days of hard work, there was a motorist ahead of me who was driving at 50 km/hour and refused, despite his low speed to let me overtake.",anger
They 're frightened to death . ,fear
Hello ? ,neutral
I WAS sad and also slightly amused to read the recent letter from a reader about the skilled worker only being offered 3 an hour . ,sadness
" I am sorry , sir . We are booked until 9:10 . ",sadness
A very close friend of mine was refused entrance to the medical school.  Her grades were very good and she should not have been left out.  Biased judgment !,anger
The of loving or atleast allowing yourself to fall for a person who you know prolly won't fall for you yet it feels so ryt!!! ☹ ☺,fear
What a nice day ! Why don't we go for an outing ? ,joy
 I was taking a walk when a young man came at me from nowhere and snatched the bag off my hands and ran away . ,sadness
 Yes . ,neutral
 The parents are horrified and I am totally disgusted . ,fear
 But that still sounds expensive . ,sadness
 OK . ,neutral
 Stop it . Teacher doesn't treat me any different than she does everyone else . ,anger
 OK . ,neutral
When my car suddenly broke down !,anger
Follow me on Twitter for official @OfficialPWG results and coverage,fear
I got a very nasty electrical shock when I was tampering with some electrical applainces. ,fear
 You have to go and fix it . ,neutral
"A person ignored my advice, did not pay any attention to what was saying. She acted as though I wasn't even there. We were doing group work so everybody had the right to speak yet she just ignored me. She made me feel insignificant.",anger
" Yes . My bike has one under the seat . Get it , quick ! ",fear
 Thanks . Lovely day . Pity I ’ m on duty . ,neutral
First public speaking.,joy
" You won't play online games full of violence , will you ? ",neutral
"You'v been work here for nearly a month , how do you feel about the job ? ",neutral
Aticle published.,joy
 I think I'm too clumsy . I can do nothing well . ,sadness
" I forgot what I put up with . In that case , I do deserve these flowers . ",joy
When I got a letter from home.,joy
 No problem . ,neutral
"Estrangement from my best woman friend.  We have been going different ways for quite some time now, but the break was total when she got married as her husband is unreasonably jealous of me.",sadness
 Leave me ! Go away ! ,anger
When a guy chased me when I was out jogging.,fear
My father died unexpectedly at the age of 53 years. He certainly would have liked to live longer. I was also said because I was confronted with the fact that I would die one day too.,sadness
You didn't tell me she was married ! ,anger
When I was faced with writing an essay and I didn't want to do it I was angry that I had to write an essay and angry at myself for not having the time to write a good essay.,anger
" Yeah , I was really struggling whether I should give you this nice little car . It was the last one they had and I really like it so much myself . ",joy
I remember my despondency in 1926 when Abd al Karim was forced to surrender to the French . ,sadness
 Thank you . ,neutral
"My mother and her friends were speaking badly about my father when they were separated, and my brothers and sisters and myself were allowed to listen.",anger
I was given an exam which I thought did not measure at all my ability or my knowledge of the subject.,anger
"When, after a long time, I saw a girl with whom I was in love.",joy
" Oh , yes . I love playing badminton , table tennis and computer games . And playing the games has become my favorite . ",neutral
"About a month ago the Regional Council refused to pay my wife the due maternity benefit, because of bureaucratic reasons.",anger
I 'm very depressed and have tried to commit suicide several times . ,sadness
Same situation as before - having my car stolen.,anger
 I guess so . ,neutral
" Don't mixing #cosmetic brands. If it works for you, #goforit @MACMakeupLA @makeupjojo @MakeupByEric @cosmetichappy XO :)",neutral
When I was told that a good friend was seriously ill.,sadness
 Yes . ,neutral
 There is a coffee shop round the corner . Can you see that big building at the end of the road ? ,neutral
Overhear people talking about me and saying that I am stupid.,anger
When the Cambridge results came out and I obtained a first division.  I had been thinking that I had not done very well.,joy
" Yes , I do . ",neutral
 Hope so . ,neutral
The King was bluntly informing him that he was ill pleased at the lack of progress Corbett was making . ,joy
My father has a chronic desease. In the autumn of 1983 he had a very strong fit or seizure.,fear
"More usually it left him ashamed and angry , despite his wife 's kind words of consolation , and Ashi herself in an agitated state of dissatisfaction and unhappiness . ",fear
op school bezig met fm aan! zeker vet haha,fear
 Photograph . ,neutral
I helped someone to do something and was found out.,fear
I was afraid that I would fail an examination.,fear
 OK . ,neutral
I feel anger when somebody forbids me to do something.,anger
"When I got home from a pleasant trip abroad, I got to know that I had been accepted at university.",joy
 Very much.What time ? ,joy
" Yes , I do . ",neutral
 Ten . ,neutral
When I had to assume a position which I didn't expect.,fear
 I can't . I am really behind of my work . ,sadness
 You ? ,neutral
"Exhausted and nervous , councillors disappear into small cabals . ",fear
When I forgot the lyrics during a song contest.,sadness
"Emmeline grew pale , both from horror at Bastide 's plight and her own . ",fear
When my mother was operated.,sadness
Lenin was furious when he learned about it . ,anger
 When ? ,neutral
Her stumbling repetition masked a growing delight at his basic error . ,joy
 What's the route ? ,neutral
"When my friends died one after the other.  The first died in a car accident and the second one recently, due to an illness.",sadness
"When my sister died, she was only sixteen when she was put to rest.",sadness
" Oh , I see . ",neutral
An unjust refree decision at a sports event when I was the team leader.,anger
"My sweatheart were away on a trip, and then she got problems.",sadness
When I knew I had to go out with my mother on some errands.,sadness
"Applause rang out , and she twirled around to acknowledge it in demure delight , clapping the barman -- and then being crushed against the ample bosom of the barman 's wife . ",joy
 Pardon ? ,neutral
"I had a very short term romance during the summer vacations.  When we first met I felt excited but I wanted to avoid him after we had met a few times and so I proposed that we stay apart, I felt very sad then.",sadness
"There is a boy who I love very much. I asked him to have dinner with me, but he refused I don't know why he didn't go with me, but I felt very lonely.",sadness
" Yes , I kept on typing it until midnight , but it is lost . ",sadness
Every country should face the history . ,neutral
Once as a child I dreamed of a fire. Since that time I hadn't wanted to sleep in that bed and had feared the night darkness (and so it is now).,fear
 And thank you very much for letting me keep it so long . ,anger
I was alone at home on New Year's Eve.,sadness
 Stalls . ,neutral
This situation happened when my friend John ate my banana which I kept in the cupboard.,anger
Celebrations on the graduation day with the orchestra playing in the garden ( I am a part of this orchestra).,joy
"Doisneau is a small , bird-like man with mischievous eyes and a gleeful laugh . ",joy
 So what ? ,neutral
When my grandmother died after a long illness.,sadness
What a terrible house ! ,anger
"When it suddenly appeared that our dog was dangerously ill and probably would die. We had not expected this because he was always very healthy. Fortunately he survived because we, in turn, gave him medicines during the night.",sadness
" Yes , The SARS epidemic is not under effective control yet . So I'd better not risk it . ",neutral
 How much ? ,neutral
 Who knows ! ,neutral
 Isn't there anything that sounds fishy ? ,anger
I was a bit frightened when it was found that there was something wrong with my liver. However it turned out that it was not serious and I need not worry.,fear
Treatment to become pregnant with a negative result.,sadness
"I am a sportwoman as well. I felt joy when after an year of practice, at a contest, I covered the norms for \a master of sports\"".""",joy
"As he told Barbara afterwards , he had never felt more depressed . ",sadness
"I sensed such a feeling when I understood I was admitted to the University. I was at home, the atmosphere was still, though I myself was full of suspense. I tried to do different things. When the telephone rang and...! Yes, of course there were other situations when I felt a similar feeling but I was unmindful of them.",joy
" Sorry , sir . The prices here are all fixed . ",sadness
 Do you have an online edition of that magazine ? ,neutral
After making an effort to enter at University I found a course and a school of higher education which were compatible with my experience and potentiality.,joy
People not resprcting my opinion.,anger
Before an exam in logics.,fear
 That doesn ’ t make any sense . ,sadness
 Thank you for you help . ,joy
"The night outside was drizzling with rain , and everyone except himself hurried for a cab ; the flower-sellers were disconsolate . ",sadness
When I married my wife and took her home for the first time.,joy
 Not funny . ,neutral
" No , I didn't . That car was too fast . ",sadness
 Why not ? ,neutral
When I was walking along a road alone on my way to go shopping.,fear
 Ok . ,neutral
When I learnt that I could do further studies at the Chinese university.,joy
" Sorry , but I'm not really that interested in those things . ",sadness
 This one ? ,neutral
 But what do most people think about it ? ,neutral
 That's the style ! You just wear boxers . ,neutral
 They soud like the neighbours from hell ! ,anger
"I was subject to false accusations, and got very angry.",anger
" August bride . How nice ! By the way , who is going to be the matron of honor ? ",joy
"When I was accused by my brother of having stolen a 5 kwatcha note from my mother's bag.  I was beaten up for this, the money was found later.",anger
Being sexually assulted on a bus.,anger
I have a new born child.,joy
 Never mind . ,neutral
 I am not ! ,neutral
"I broke my knee when I was skiing over \Yastrebetz\"" (a racing track in a Bulgarian winter resort).""",fear
 I'm sorry . I thought this was our stop . ,sadness
When I heard about the death of my aunt.,sadness
 Nine ... but I'll be ten on May 1st.When is your birthday ? ,neutral
 About what ? ,neutral
When another fellow worker decided to leave the company. We had been very close and we would not be able to work with eachother any longer.,sadness
When my friends tried to discriminate against my friendship with certain other friends which they thought was improper.,anger
A lot of people's biggest is #death and a lot of others is #clowns.. My biggest fear... Death by Clowns! There's nothing scarier!,fear
"The Gorengs made their home in the former diplomatic quarter , the area which had , to the glee of the Chinese in the Toku-ru warehouse , been accidentally shelled by the malai navy on invasion day . ",joy
" Just an animal ? But it has life too . If you want a tattoo , get one . It's your choice because you want it . But has anyone asked the fish if it wanted one ? ",anger
"` Didn't seem too pleased about something . "" ",joy
We must not give in to the  must face those things we the most...,fear
You'd better prepare for the examination . ,neutral
Succeeding in helping others.,joy
 Were you ? your performance was excellent . ,joy
A few weeks back I had a very important seminar and I had circulated my papers to all the panel members.  A day before the seminar I realized that I had inadvertantly burdened certain       derivations and I had failed to correct it.  I feared that this    would reflect very badly on my performance.  Fortunately none of  the panel members detected it and I felt relieved.,fear
" and .... Think about it,,,,based on your belief, u don't even lose your #LIFE when u lose your physical #LIFE #UseITdontUseIT",fear
"When I received my report card in C.O.U.  I was afraid of obtaining low marks, but they were much higher than expected.  ",joy
I was awakened by a dream in the middle of the night. I dreamt that a stranger was in my house.,fear
"Fear is an emotion that I experience very often.  Naturally this is during exams and subsequently while waiting for the results.  However there is one occassion when I was paralyzed with fear.  This was when I was doing my M.A.-I, and we had a series of student lectures.  I was one of the participants and my lecture happened to be the opening lecture.  I had been confident all morning, about twenty minutes before the lecture, my confidence started failing me.  I felt my heart go cold, my lips go dry and I was really paralyzed.  This incident of fear is still fresh.",fear
 sure . ,neutral
 I am not in the mood . ,sadness
" Well , you certainly match those criteria , but they ’ re so broad they could apply to anyone . What does it say about me ? ",neutral
When felt lonely about writing my family.,sadness
When I found out that my father had lung cancer and they did not know how long he would live.,fear
 That's true . You can hear my tummy grumbling . I am really hungry ! ,anger
" Good morning , John ! ",joy
"Two years ago my best friend died in an accident, just a day before my birthday.  We were very close to each other and I felt very sad at loosing a close friend.",sadness
I had a girlfriend who lived several kilometers away from my home. One day she wrote me that she'd visit me. On her way she had a car accident and was badly injured. I was very sorry to see her lying in a bed in the hospital.,sadness
How are you ? ,neutral
"When others let me down, fail to keep agreements.",anger
I felt fear when my friend and I broke into an abandoned military base in Los Angeles this summer. I feared because I didn't want to be caught.,fear
Tremayne was pink with gratification . ,joy
"He is so anxious about being accepted that he is trying to be extra good and even perfect . "" ",fear
"Last year I had a friend visiting me for several days. The only thing he did was sleeping, drinking, taking pills and thinking only about himself.",anger
 What's the big deal ? It's just a picture of some woman . ,neutral
" Because I'm the wrong sex , of course ! ",anger
Not getting a job.,sadness
Always when I meet the person I love.,joy
"Hi , Walter ! ",neutral
At an office an application that I had made was turned down because of a scrupulous interpretation of the rules.,anger
"After attending a song contest proposed by a band called \Chyne\"" we (6 of us) waited for the members of the band to greet us in front of the stage.  We went out after a few minutes as it was time to close the hall.  We had been waiting at the entrance hall for ten minutes when three of the band members came out.  They were very excited to see us, one of them was so excited that he had tears in his eyes.  We felt very warm and close to each other.  They took us back into the hall and we talked freely.  We were together for about an hour and during this time we felt that they were very sincere.""",joy
 I feel like maybe I am coming down with the flu . ,sadness
Death of grandfather (unexpected).,sadness
 So ? ,neutral
 The brain ! ,neutral
"As Clinton was taking up the reins of power , a disconsolate President Bush flew back to Washington to make arrangements for the handover . ",sadness
"Not succeeding in a cross-country skiing competition, which I intended to win.",sadness
 Fine . ,neutral
"I always get angry when somebody deceives me, or tries to conceal his lie skilfully and this offends me even more.",anger
"At the same time , I 'm elated and I can go back to the vices I did have , "" said Mr Tyson . ",joy
" I am really sorry too , maybe I can give you a call sometime . ",sadness
" Oh , I see . ",neutral
 It's a very popular game in America . ,neutral
 Not now . ,neutral
 Fine ! By the way would you mind not slurping your coffee every time you have a cup ! ,anger
"She was pleased at how low her voice was , how steady . ",joy
Getting into this university to do medicine.,joy
 What ? ,neutral
"of the Unknown #changes, replace #stability and #familiarity with ambiguity and# uncertainty. #JO #Amman #ReformJO #Jordan",fear
 And a storm blew our roof away . ,sadness
 You won ’ t believe who ’ s been elected to do overtime on the Baker account ! Me ! I ’ Ve already logged in 20 hours of overtime ! ,anger
 No . ,neutral
Getting into this university to do medicine.,joy
 I think you have chicken pox ! You are contagious ! Get away ! Don ’ t breathe on me ! ,fear
There was an anguished cry from the tub . ,sadness
 I really have no idea . All I know is that the thought of him really curls my hair ! ,anger
 By how many minutes ? ,neutral
"Felt sad about some street kids in QUEII square, Aotea square. Because they had been sniffing glue and some were very young. I went into the role of a performing clown.",sadness
"In 1977 when my friend was caught by a crocodile.  We were swimming in a river on whose banks our primary school was situated.  When my friend was caught, he was on the banks of the river and some of us were still in the middle of the river.  I was very frightened.",fear
 You are not in a position to question my vision or my statement ! ,anger
 Que bien ! Sentences poems habeas en espanol ! ,joy
"At first Tony looked less happy than before , and said he had become somewhat despondent about his lack of progress in finding employment . ",sadness
" What do you expect ? I've been working for you for three years , and you've never given me a holiday . I don't feel well today , because I have a terrible headache . I am not in the mood for being gentle and polite . If you can't stand it , it's your problem . I am not going to change , because I think it suits you best . ",anger
 Which guy ? ,neutral
 Good boy ! ,neutral
"They were very quiet and sad at first , because I would be leaving them , but I promised I would never forget them and would often return to visit them . ",sadness
 I am feeling very dissapointed .,sadness
 May I ask you for a dance ? ,joy
The loss of a person I loved very much.,sadness
Fry said his farewells to the players who regarded him as a father figure before heading for home in Bedford a devastated man . ,sadness
"When my father managed to begin a \new life\"" after the divorce from my mother; resulting in a new little sister for me.""",joy
I experienced this feeling when the doctors found a nodule in one of my mother's breasts. It turned out to be an occlusion resulting from continious sucking but for a few days I was not in my reason.,fear
"When I got a stereo walkman from my father when he had finacial difficulties. I thought that although he promised to give me that present, he was not obliged to do so.",joy
"Ah , ah , ah ... ",neutral
I felt this feeling when one day my landlord's cat had crept under my bed and I couldn't cope with it during an hour and a half.,fear
When I was admitted to the Higher Institute.,joy
"My illness a few years back.  I was severely down with malaria and asthma, I had lost my health, charm and cheerfulness completely.",fear
My girlfriend let me down badly 3 times in one week. These instances summed up all the negative aspects of our relationship which at the time seemed doomed to fail.,sadness
"I could tell she was angry and I was ready to cry , but Frankie pulled me roughly back off the step and we turned to leave . ",anger
 I see . ,neutral
 Bye . ,neutral
When my friend told me that he would come and meet me in a moment.,joy
"After a disagreement between my parents, when I was alone with my father and my sister, the aggression continued, when my father tried to put me and my sister against my mother revealing facts that had happened in the past like a talk between my father and his mother in law where she told him that my mother was not quite save.",sadness
" It ’ s an absolute outrage , Sarah , the US government wants to give 25 billion dollars of taxpayers ’ money to the auto industry . These are companies that have been mismanaged and are now nearly bankrupt . ",anger
 What for ? ,neutral
"It was the time I went home for my holidays only to find that my sister had passed away.  The news had been hidden from me, so that I could take my exams.",sadness
 Maybe you're right . I have been too lazy lately . ,neutral
The Lord will  you from all evil; he will  your Life& Psalm 121:7 God is a  walk no evil for YOU are being #Kept!,fear
 my boss . ,neutral
Receiving my result slip (pass) on my birthday.,joy
Wren 's grief-stricken mother gives all her daughter 's possessions to Luna . ,sadness
When my grandmother died - at her funeral.,sadness
 Exactly . ,neutral
"That was still the kind of work that I wanted to do , and if I thought very much a comprehensive schools it was in a spirit of mild disquiet . ",fear
When I heard that I had passed my final examination at school (with success).,joy
I felt fear when I fell down and broke my leg into pieces and I could not feel it at all.,fear
When I was at the end-of-term party last week and had fun - was happy and sang and drank only soft drinks.  It is possible to have a good time without alcohol.,joy
I have been afraid several times. What marked me was that I almost didn't enter University.,fear
 I'm very sorry to hear that . ,sadness
I'm so nervous about this oral test . ,fear
"On the cliff by the sea, the silence and the sudden voice of a bird.(swans of the bay)",joy
"` No , better to limit the damage , control his anger , make nothing of it , pretend he didn't mind . ",anger
 exactly . ,neutral
 Let's say about 6:00 ? ,joy
 She loves to nitpick and criticizes everything that I do . I can never do anything right when she's around . ,neutral
"I really don't know how to break this to you , but it ’ s eating me alive ! ",anger
"A friend of mine was hospitalized after having been diagnosed as having typhoid, he had to forgo his exams and also his ambition of doing a dissertation at the M.A level.  It was a very sad event for me and I felt very sorry for him so I volunteered to stay with him in the hospital.",sadness
When I didn't get a certain job at Lillehammer which I wanted very much.,sadness
 Yes . ,neutral
 I saw her dating with her ex-boyfriend again . ,sadness
"C'mon people, his last match in the US and you didn't think Dick Togo would be   ",fear
 I really wish I hadn ’ t done it . ,sadness
 It isn ’ t . ,neutral
 No regrets ? ,neutral
" That won't happen again , I'm sorry . ",sadness
 Thank you . ,neutral
" Oh , sorry . ",sadness
"For all those years you've protected the seed, it's time to become the beautiful flower.~S.C. Paul   ",fear
 I mean it ’ s not his fault . ,neutral
Eventually I will get tired of running ... ,fear
Having received an offer to do post-graduate work.,joy
 I hope so . ,neutral
 Hmm . Do women usually work after they get married ? ,neutral
When my son has a pain in his leg (for no apparent reason).  ,fear
 Wow ! ,neutral
"When I saw a big man hit another one, and nobody did anything.",anger
If you  someone tell him or her. Forget about the rules or the of looking ridiculous.,fear
"He seemed agitated , restlessly pacing about , looking out into the crowds , then drawing back into the shelter of the arcade . ",fear
"When, for the first time I realized the meaning of death.",fear
You look pale recently . ,joy
A friend died of cancer when he was 18 years old.,sadness
"A miffed European Parliament head , President Jose Maria Gil -Robles , who is visiting Paris , promptly canceled a scheduled stop at de Charette 's office --- pending an apology .",anger
When I was admitted to the University.,joy
When the man I loved decided to leave me forever.,sadness
